# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715363.51224 0.176140 1.043112 0.507486 0.802682 -0.153044 0.574926 0.041697 0.0002584753 -0.0000300494 -0.0000923771 0.0000038828 0.0000107429 0.0000334810 0.0029624745 -0.0000637423 -0.0000085815 0.0025456329 0.0000063991 0.0025352780
1403715363.56224 0.175917 1.038389 0.513022 0.801621 -0.158812 0.573989 0.052157 0.0002590813 -0.0000272147 -0.0000925414 0.0000032463 0.0000097223 0.0000335166 0.0029596156 -0.0000634049 -0.0000085677 0.0025456492 0.0000064087 0.0025352554
1403715363.61224 0.175355 1.032212 0.518932 0.800848 -0.162908 0.572566 0.065356 0.0002599610 -0.0000226332 -0.0000927270 0.0000023572 0.0000080714 0.0000335333 0.0029552577 -0.0000628238 -0.0000085379 0.0025456261 0.0000064237 0.0025352491
1403715363.66223 0.175082 1.023875 0.525048 0.799821 -0.168237 0.571064 0.076610 0.0002604858 -0.0000192211 -0.0000928733 0.0000018025 0.0000068500 0.0000335649 0.0029502660 -0.0000621047 -0.0000085470 0.0025455251 0.0000064337 0.0025351916
1403715363.71223 0.174169 1.014894 0.531083 0.798111 -0.174186 0.570022 0.088048 0.0002611872 -0.0000160923 -0.0000926269 0.0000013750 0.0000057025 0.0000332954 0.0029440499 -0.0000614338 -0.0000085325 0.0025454764 0.0000064518 0.0025351674
1403715363.76223 0.172718 1.005818 0.536762 0.795853 -0.181934 0.569134 0.097999 0.0002617414 -0.0000142328 -0.0000922634 0.0000011575 0.0000050121 0.0000329642 0.0029378673 -0.0000604990 -0.0000085160 0.0025453412 0.0000064718 0.0025351557
1403715363.81223 0.170890 0.997140 0.542356 0.793224 -0.190712 0.568167 0.107752 0.0002622555 -0.0000128057 -0.0000918473 0.0000010091 0.0000044797 0.0000326038 0.0029319157 -0.0000594051 -0.0000085013 0.0025451500 0.0000064891 0.0025351474
1403715363.86223 0.168480 0.986070 0.546275 0.790368 -0.201294 0.566818 0.116261 0.0002624284 -0.0000123234 -0.0000917089 0.0000009590 0.0000043013 0.0000324813 0.0029262535 -0.0000583033 -0.0000085601 0.0025449265 0.0000064661 0.0025350768
1403715363.91223 0.164992 0.974779 0.550052 0.786864 -0.211749 0.565829 0.125878 0.0002629535 -0.0000115614 -0.0000911610 0.0000008863 0.0000040027 0.0000320309 0.0029191386 -0.0000568683 -0.0000086002 0.0025446154 0.0000064561 0.0025350044
1403715363.96223 0.159638 0.962981 0.554007 0.782425 -0.222354 0.565343 0.136960 0.0002639417 -0.0000103800 -0.0000900510 0.0000007826 0.0000035379 0.0000311425 0.0029117761 -0.0000549798 -0.0000085959 0.0025442257 0.0000064687 0.0025349630
1403715364.01223 0.154131 0.950607 0.557170 0.778170 -0.234754 0.563871 0.146260 0.0002643386 -0.0000103314 -0.0000895597 0.0000007810 0.0000034967 0.0000307623 0.0029046775 -0.0000525591 -0.0000085335 0.0025437381 0.0000064691 0.0025350130
1403715364.06223 0.148130 0.937960 0.561029 0.773631 -0.246516 0.562410 0.156269 0.0002649207 -0.0000098992 -0.0000888655 0.0000007500 0.0000033168 0.0000302279 0.0028973427 -0.0000501443 -0.0000084748 0.0025432978 0.0000064667 0.0025350633
1403715364.11223 0.141933 0.926307 0.565192 0.769189 -0.257699 0.561137 0.164512 0.0002653901 -0.0000101325 -0.0000882369 0.0000007685 0.0000033657 0.0000297536 0.0028901980 -0.0000476222 -0.0000084324 0.0025428126 0.0000064642 0.0025350826
1403715364.16223 0.134917 0.914542 0.569881 0.765029 -0.267329 0.560014 0.172192 0.0002659025 -0.0000100575 -0.0000875780 0.0000007636 0.0000033103 0.0000292596 0.0028839111 -0.0000451572 -0.0000083970 0.0025423404 0.0000064654 0.0025351055
1403715364.21223 0.127849 0.903305 0.574352 0.762495 -0.275643 0.557577 0.178129 0.0002656890 -0.0000099986 -0.0000878907 0.0000007602 0.0000033066 0.0000294884 0.0028775958 -0.0000426264 -0.0000083752 0.0025418573 0.0000064694 0.0025351150
1403715364.26223 0.120870 0.892313 0.579447 0.760429 -0.283544 0.555318 0.181585 0.0002651673 -0.0000108237 -0.0000885079 0.0000008261 0.0000036139 0.0000299557 0.0028715616 -0.0000402237 -0.0000083640 0.0025414119 0.0000064784 0.0025351222
1403715364.31223 0.115509 0.880925 0.586306 0.759258 -0.290617 0.552859 0.182799 0.0002642633 -0.0000122156 -0.0000895273 0.0000009417 0.0000041437 0.0000307414 0.0028654672 -0.0000376666 -0.0000084346 0.0025408976 0.0000065139 0.0025350694
1403715364.36223 0.108114 0.871014 0.592247 0.758791 -0.296661 0.550274 0.182831 0.0002629842 -0.0000136680 -0.0000909780 0.0000010864 0.0000047362 0.0000318850 0.0028594767 -0.0000357620 -0.0000084377 0.0025405735 0.0000065236 0.0025350756
1403715364.41223 0.100608 0.861199 0.599036 0.758178 -0.301880 0.548668 0.181652 0.0002619322 -0.0000155282 -0.0000920157 0.0000012955 0.0000054656 0.0000327363 0.0028541519 -0.0000333719 -0.0000084425 0.0025401434 0.0000065285 0.0025350875
1403715364.46223 0.093145 0.850737 0.606354 0.757433 -0.305093 0.547909 0.181687 0.0002615124 -0.0000164215 -0.0000923955 0.0000014052 0.0000058145 0.0000330557 0.0028486273 -0.0000310023 -0.0000084509 0.0025397453 0.0000065301 0.0025351048
1403715364.51224 0.085484 0.839671 0.613566 0.757172 -0.307876 0.547306 0.179887 0.0002608100 -0.0000179181 -0.0000929927 0.0000016029 0.0000064038 0.0000335677 0.0028426549 -0.0000286045 -0.0000084843 0.0025393525 0.0000065390 0.0025351006
1403715364.56224 0.076248 0.828836 0.622043 0.756712 -0.309098 0.547577 0.178901 0.0002606239 -0.0000188289 -0.0000930411 0.0000017229 0.0000067412 0.0000336173 0.0028363313 -0.0000260144 -0.0000085177 0.0025388515 0.0000065479 0.0025350363
1403715364.61224 0.066350 0.816886 0.629711 0.756620 -0.309509 0.547526 0.178733 0.0002605676 -0.0000189927 -0.0000930919 0.0000017485 0.0000068063 0.0000336617 0.0028303515 -0.0000231672 -0.0000084936 0.0025384868 0.0000065288 0.0025350905
1403715364.66224 0.055928 0.803805 0.638104 0.755666 -0.310162 0.548211 0.179536 0.0002609855 -0.0000190760 -0.0000925812 0.0000017590 0.0000067892 0.0000332446 0.0028237281 -0.0000201755 -0.0000084875 0.0025381392 0.0000065044 0.0025351155
1403715364.71223 0.044094 0.790513 0.647560 0.754597 -0.309570 0.548572 0.183899 0.0002620174 -0.0000172875 -0.0000916764 0.0000015051 0.0000060711 0.0000324778 0.0028166848 -0.0000170640 -0.0000084856 0.0025378412 0.0000064829 0.0025351383
1403715364.76223 0.031087 0.776174 0.656918 0.754554 -0.308576 0.546854 0.190734 0.0002626976 -0.0000138284 -0.0000914175 0.0000010899 0.0000048346 0.0000322129 0.0028097634 -0.0000136339 -0.0000084842 0.0025375639 0.0000064877 0.0025351548
1403715364.81223 0.017234 0.761554 0.665450 0.755487 -0.307993 0.543119 0.198496 0.0002626513 -0.0000096826 -0.0000920231 0.0000007204 0.0000034136 0.0000326443 0.0028026644 -0.0000102013 -0.0000084692 0.0025374820 0.0000064646 0.0025352361
1403715364.86223 0.003330 0.746552 0.673759 0.756395 -0.308741 0.538784 0.205566 0.0002621617 -0.0000060774 -0.0000929535 0.0000005060 0.0000021749 0.0000333647 0.0027957377 -0.0000067576 -0.0000084623 0.0025375385 0.0000064463 0.0025353280
1403715364.91223 -0.010748 0.731631 0.681943 0.756662 -0.311104 0.534897 0.211098 0.0002615161 -0.0000037525 -0.0000938805 0.0000004204 0.0000013667 0.0000341121 0.0027888736 -0.0000035030 -0.0000084659 0.0025377141 0.0000064343 0.0025354133
1403715364.96223 -0.024929 0.716721 0.689910 0.756881 -0.313839 0.530446 0.217402 0.0002607538 -0.0000011119 -0.0000948803 0.0000003723 0.0000004236 0.0000349382 0.0027821378 -0.0000003674 -0.0000084812 0.0025379998 0.0000064279 0.0025354931
1403715365.01223 -0.038657 0.702062 0.697535 0.755806 -0.318742 0.527522 0.221094 0.0002601684 -0.0000006338 -0.0000955933 0.0000003701 0.0000002525 0.0000355416 0.0027754738 0.0000026291 -0.0000085013 0.0025384037 0.0000064269 0.0025355837
1403715365.06223 -0.051743 0.687749 0.705123 0.755019 -0.323189 0.523795 0.226129 0.0002594999 0.0000007045 -0.0000963888 0.0000003711 -0.0000002419 0.0000362247 0.0027690090 0.0000054419 -0.0000085349 0.0025389164 0.0000064301 0.0025356836
1403715365.11223 -0.064080 0.674288 0.713232 0.752529 -0.328191 0.522107 0.231074 0.0002597139 0.0000013013 -0.0000961495 0.0000003762 -0.0000004617 0.0000360207 0.0027629845 0.0000079570 -0.0000085684 0.0025395090 0.0000064419 0.0025358046
1403715365.16223 -0.075361 0.660907 0.722010 0.748386 -0.333398 0.522395 0.236363 0.0002608607 0.0000013831 -0.0000948084 0.0000003706 -0.0000004813 0.0000348792 0.0027572450 0.0000102730 -0.0000086107 0.0025400007 0.0000064787 0.0025358463
1403715365.26223 -0.096840 0.636804 0.738203 0.741263 -0.342942 0.521701 0.246473 0.0002625353 0.0000019603 -0.0000928038 0.0000003820 -0.0000006712 0.0000332322 0.0027471264 0.0000141253 -0.0000086700 0.0025415146 0.0000064866 0.0025361583
1403715365.31224 -0.106436 0.625988 0.745701 0.738585 -0.346686 0.520886 0.250956 0.0002630701 0.0000025226 -0.0000921412 0.0000003905 -0.0000008612 0.0000327005 0.0027429066 0.0000157081 -0.0000087211 0.0025421400 0.0000064960 0.0025362333
1403715365.36224 -0.115340 0.616313 0.752470 0.736009 -0.350860 0.520167 0.254194 0.0002634280 0.0000024175 -0.0000917115 0.0000003882 -0.0000008181 0.0000323582 0.0027389820 0.0000171994 -0.0000087590 0.0025428077 0.0000065019 0.0025363248
1403715365.41224 -0.123417 0.606978 0.759466 0.732441 -0.356688 0.520063 0.256591 0.0002639140 0.0000012987 -0.0000911256 0.0000003693 -0.0000004224 0.0000318912 0.0027353815 0.0000186675 -0.0000087716 0.0025433765 0.0000065039 0.0025363690
1403715365.46224 -0.132418 0.598220 0.765493 0.729404 -0.362472 0.518520 0.260232 0.0002639919 0.0000009150 -0.0000910476 0.0000003669 -0.0000002887 0.0000318314 0.0027321065 0.0000199208 -0.0000087845 0.0025440995 0.0000064957 0.0025364864
1403715365.51224 -0.140703 0.590333 0.771333 0.725362 -0.369148 0.517632 0.263887 0.0002643954 0.0000000412 -0.0000905524 0.0000003644 0.0000000137 0.0000314457 0.0027291009 0.0000213100 -0.0000087969 0.0025449260 0.0000064902 0.0025366016
1403715365.56224 -0.149207 0.583116 0.776970 0.721552 -0.376232 0.515378 0.268697 0.0002644877 -0.0000001516 -0.0000904496 0.0000003651 0.0000000800 0.0000313677 0.0027264555 0.0000225573 -0.0000088096 0.0025457409 0.0000064859 0.0025367180
1403715365.61224 -0.158025 0.576995 0.782595 0.716170 -0.385678 0.514203 0.271935 0.0002646607 -0.0000021599 -0.0000902068 0.0000003804 0.0000007666 0.0000311813 0.0027240168 0.0000239522 -0.0000087801 0.0025465342 0.0000064697 0.0025367979
1403715365.66224 -0.166806 0.571288 0.787520 0.709818 -0.396456 0.513393 0.274607 0.0002648455 -0.0000049585 -0.0000898724 0.0000004568 0.0000017145 0.0000309360 0.0027220787 0.0000253666 -0.0000087709 0.0025475365 0.0000064596 0.0025369239
1403715365.71223 -0.175808 0.565811 0.791993 0.703176 -0.407703 0.512127 0.277576 0.0002648470 -0.0000077530 -0.0000896890 0.0000005921 0.0000026587 0.0000308151 0.0027202326 0.0000267646 -0.0000087594 0.0025485945 0.0000064508 0.0025370461
1403715365.76223 -0.185404 0.560727 0.795987 0.696509 -0.419086 0.510167 0.281018 0.0002646519 -0.0000102501 -0.0000897114 0.0000007636 0.0000035087 0.0000308565 0.0027184386 0.0000282484 -0.0000087306 0.0025498227 0.0000064380 0.0025371758
1403715365.81223 -0.197356 0.556692 0.800544 0.690257 -0.429859 0.507420 0.285117 0.0002643002 -0.0000120573 -0.0000899554 0.0000009149 0.0000041379 0.0000310631 0.0027167215 0.0000299718 -0.0000086560 0.0025510264 0.0000064368 0.0025371898
1403715365.86224 -0.208526 0.553195 0.804276 0.684513 -0.438879 0.504787 0.289857 0.0002642497 -0.0000130783 -0.0000898973 0.0000010138 0.0000044837 0.0000310328 0.0027156814 0.0000320765 -0.0000086156 0.0025527584 0.0000064186 0.0025373315
1403715365.91224 -0.220695 0.550167 0.807410 0.679585 -0.447140 0.501689 0.294173 0.0002639544 -0.0000137734 -0.0000901942 0.0000010871 0.0000047407 0.0000312732 0.0027148977 0.0000340139 -0.0000085961 0.0025544837 0.0000064085 0.0025374808
1403715365.96224 -0.233301 0.547279 0.810484 0.675154 -0.454749 0.499070 0.297152 0.0002635236 -0.0000148297 -0.0000905988 0.0000012047 0.0000051328 0.0000316047 0.0027141506 0.0000361013 -0.0000085865 0.0025564115 0.0000064034 0.0025376147
1403715366.01224 -0.246466 0.544563 0.813146 0.669815 -0.462093 0.498906 0.298179 0.0002634047 -0.0000173165 -0.0000903268 0.0000015090 0.0000059730 0.0000314331 0.0027133531 0.0000383285 -0.0000085956 0.0025584328 0.0000064228 0.0025377031
1403715366.06224 -0.260517 0.542061 0.815159 0.665632 -0.468734 0.498097 0.298533 0.0002628794 -0.0000194999 -0.0000905710 0.0000018183 0.0000067541 0.0000316658 0.0027126807 0.0000406578 -0.0000086023 0.0025607308 0.0000064230 0.0025378156
1403715366.11224 -0.275340 0.539712 0.816987 0.661236 -0.474948 0.498472 0.297854 0.0002624341 -0.0000222951 -0.0000905085 0.0000022670 0.0000077260 0.0000316776 0.0027119920 0.0000431826 -0.0000086226 0.0025633071 0.0000064292 0.0025379146
1403715366.16224 -0.291619 0.537301 0.818833 0.658156 -0.478707 0.498121 0.299242 0.0002624700 -0.0000232397 -0.0000902451 0.0000024313 0.0000080276 0.0000314935 0.0027114528 0.0000459093 -0.0000086424 0.0025662077 0.0000064288 0.0025380081
1403715366.21224 -0.311189 0.535856 0.821674 0.655899 -0.481297 0.497901 0.300406 0.0002625217 -0.0000238873 -0.0000899952 0.0000025301 0.0000082251 0.0000313054 0.0027102416 0.0000492032 -0.0000086287 0.0025690210 0.0000065876 0.0025377935
1403715366.26224 -0.330455 0.533909 0.823232 0.654178 -0.482929 0.497674 0.301913 0.0002627969 -0.0000239820 -0.0000896389 0.0000025474 0.0000082166 0.0000310310 0.0027100458 0.0000528411 -0.0000086269 0.0025732098 0.0000065540 0.0025379078
1403715366.31224 -0.351138 0.531545 0.825041 0.653981 -0.483199 0.496272 0.304206 0.0002630102 -0.0000228696 -0.0000896768 0.0000023494 0.0000078336 0.0000310337 0.0027095943 0.0000562823 -0.0000086411 0.0025775470 0.0000065312 0.0025380254
1403715366.36224 -0.373269 0.528958 0.826995 0.653944 -0.482984 0.495235 0.306311 0.0002633101 -0.0000217733 -0.0000895849 0.0000021629 0.0000074431 0.0000309378 0.0027089573 0.0000598797 -0.0000086646 0.0025824362 0.0000065115 0.0025381388
1403715366.41224 -0.396665 0.526455 0.828541 0.656102 -0.482195 0.492038 0.308086 0.0002628650 -0.0000196653 -0.0000906566 0.0000018332 0.0000068162 0.0000317260 0.0027082285 0.0000637854 -0.0000087096 0.0025879017 0.0000065178 0.0025382000
1403715366.46224 -0.421934 0.524112 0.829928 0.658883 -0.479953 0.488100 0.311892 0.0002627811 -0.0000160992 -0.0000914833 0.0000013489 0.0000056372 0.0000323115 0.0027076940 0.0000678772 -0.0000087438 0.0025940987 0.0000065032 0.0025383031
1403715366.51224 -0.447790 0.521613 0.831318 0.661901 -0.477487 0.484294 0.315203 0.0002625369 -0.0000126627 -0.0000923462 0.0000009736 0.0000044853 0.0000329477 0.0027071091 0.0000720988 -0.0000087886 0.0026009183 0.0000064966 0.0025383956
1403715366.56224 -0.474024 0.519321 0.832227 0.664504 -0.475738 0.481580 0.316527 0.0002620372 -0.0000105204 -0.0000932499 0.0000007860 0.0000037744 0.0000336528 0.0027065510 0.0000763635 -0.0000088479 0.0026082722 0.0000065057 0.0025385208
1403715366.61224 -0.500761 0.516826 0.832864 0.667462 -0.474409 0.478430 0.317072 0.0002611240 -0.0000085957 -0.0000945675 0.0000006453 0.0000031438 0.0000347193 0.0027059668 0.0000806616 -0.0000089179 0.0026160930 0.0000065298 0.0025386168
1403715366.66224 -0.527145 0.514331 0.832783 0.669996 -0.473030 0.476091 0.317310 0.0002603799 -0.0000070752 -0.0000955938 0.0000005555 0.0000026281 0.0000355700 0.0027052732 0.0000848350 -0.0000089779 0.0026243345 0.0000065364 0.0025387369
1403715366.71224 -0.553561 0.511464 0.832445 0.672714 -0.471887 0.473942 0.316475 0.0002593860 -0.0000060232 -0.0000968394 0.0000005041 0.0000022795 0.0000366321 0.0027045761 0.0000888977 -0.0000090380 0.0026328473 0.0000065439 0.0025388524
1403715366.76224 -0.579910 0.508454 0.832199 0.674995 -0.471407 0.472187 0.314957 0.0002583289 -0.0000056071 -0.0000980837 0.0000004868 0.0000021604 0.0000377227 0.0027037789 0.0000929156 -0.0000091094 0.0026418976 0.0000065629 0.0025389758
1403715366.81224 -0.606216 0.505575 0.831802 0.677853 -0.470932 0.469657 0.313306 0.0002568970 -0.0000049102 -0.0000997098 0.0000004501 0.0000019373 0.0000391793 0.0027024888 0.0000969377 -0.0000091328 0.0026510283 0.0000066911 0.0025389192
1403715366.86224 -0.631811 0.502058 0.832378 0.680234 -0.470421 0.467994 0.311396 0.0002557439 -0.0000046518 -0.0001009830 0.0000004432 0.0000018690 0.0000403574 0.0027016206 0.0001007325 -0.0000091759 0.0026607625 0.0000066898 0.0025390615
1403715366.91224 -0.656754 0.497811 0.833616 0.681803 -0.469774 0.467351 0.309903 0.0002550938 -0.0000046101 -0.0001016906 0.0000004441 0.0000018708 0.0000410246 0.0027004837 0.0001041562 -0.0000092207 0.0026705170 0.0000066886 0.0025392005
1403715366.96224 -0.680889 0.492786 0.835192 0.682843 -0.470203 0.467287 0.307048 0.0002542663 -0.0000056001 -0.0001025211 0.0000004863 0.0000022928 0.0000418276 0.0026991905 0.0001073078 -0.0000092556 0.0026803974 0.0000066807 0.0025393369
1403715367.01224 -0.704194 0.486812 0.837620 0.683718 -0.470026 0.467602 0.304883 0.0002537939 -0.0000063101 -0.0001029831 0.0000005212 0.0000025965 0.0000422810 0.0026974089 0.0001100615 -0.0000092749 0.0026902598 0.0000066810 0.0025394438
1403715367.06225 -0.727456 0.479980 0.840393 0.684049 -0.470043 0.468497 0.302733 0.0002535416 -0.0000072764 -0.0001031940 0.0000005750 0.0000029995 0.0000424970 0.0026954410 0.0001123328 -0.0000093128 0.0027000818 0.0000066760 0.0025395872
1403715367.11225 -0.750408 0.472099 0.843442 0.684659 -0.469582 0.469115 0.301108 0.0002533428 -0.0000078259 -0.0001033726 0.0000006097 0.0000032327 0.0000426785 0.0026932147 0.0001143385 -0.0000093588 0.0027102893 0.0000066754 0.0025397416
1403715367.16224 -0.772237 0.462080 0.848113 0.685670 -0.469297 0.469321 0.298923 0.0002528395 -0.0000085098 -0.0001038155 0.0000006409 0.0000035309 0.0000431107 0.0026895171 0.0001160356 -0.0000092868 0.0027200668 0.0000068625 0.0025395160
1403715367.21224 -0.794394 0.452418 0.851591 0.686267 -0.468008 0.470039 0.298446 0.0002529791 -0.0000083874 -0.0001036992 0.0000006343 0.0000034758 0.0000429946 0.0026863189 0.0001167890 -0.0000092952 0.0027301766 0.0000068486 0.0025396650
1403715367.26225 -0.815988 0.441751 0.854411 0.686248 -0.468282 0.471489 0.295761 0.0002527871 -0.0000098398 -0.0001037804 0.0000007426 0.0000040795 0.0000430967 0.0026834134 0.0001176539 -0.0000092990 0.0027408043 0.0000068205 0.0025398114
1403715367.31225 -0.837792 0.430122 0.857181 0.687371 -0.468071 0.471211 0.293923 0.0002521704 -0.0000101980 -0.0001043787 0.0000007750 0.0000042623 0.0000436991 0.0026802621 0.0001180902 -0.0000093196 0.0027516496 0.0000068026 0.0025399716
1403715367.36225 -0.859040 0.417034 0.860044 0.688327 -0.468408 0.470966 0.291532 0.0002513835 -0.0000109556 -0.0001050952 0.0000008429 0.0000046232 0.0000444358 0.0026767701 0.0001179742 -0.0000093411 0.0027626730 0.0000067823 0.0025401306
1403715367.41225 -0.881448 0.401967 0.863562 0.689113 -0.468262 0.471026 0.289807 0.0002509379 -0.0000114354 -0.0001054868 0.0000008829 0.0000048505 0.0000448404 0.0026726348 0.0001174024 -0.0000093925 0.0027736828 0.0000068246 0.0025401420
1403715367.46225 -0.902621 0.386561 0.866398 0.689758 -0.467691 0.471290 0.288767 0.0002507415 -0.0000116527 -0.0001056675 0.0000009065 0.0000049554 0.0000450310 0.0026684813 0.0001161882 -0.0000094013 0.0027856941 0.0000067993 0.0025403146
1403715367.51225 -0.923841 0.369868 0.869413 0.690901 -0.467459 0.470646 0.287455 0.0002501204 -0.0000117315 -0.0001062719 0.0000009182 0.0000050308 0.0000456583 0.0026644280 0.0001145631 -0.0000094148 0.0027974239 0.0000067716 0.0025404827
1403715367.56225 -0.944997 0.351667 0.872304 0.691795 -0.466655 0.470625 0.286645 0.0002499132 -0.0000116811 -0.0001064894 0.0000009168 0.0000050250 0.0000458844 0.0026601469 0.0001122712 -0.0000094345 0.0028092761 0.0000067446 0.0025406450
1403715367.61225 -0.965670 0.332115 0.875447 0.692021 -0.465737 0.471455 0.286227 0.0002501692 -0.0000117862 -0.0001062452 0.0000009286 0.0000050545 0.0000456324 0.0026556815 0.0001093580 -0.0000094522 0.0028213817 0.0000067118 0.0025407891
1403715367.66225 -0.985992 0.311214 0.878531 0.692182 -0.465183 0.472352 0.285259 0.0002502737 -0.0000122124 -0.0001061086 0.0000009716 0.0000052282 0.0000455000 0.0026511454 0.0001057708 -0.0000094823 0.0028333529 0.0000066919 0.0025409320
1403715367.71225 -1.006422 0.288857 0.882156 0.692419 -0.463605 0.473084 0.286036 0.0002508581 -0.0000116760 -0.0001056160 0.0000009212 0.0000049673 0.0000449813 0.0026465619 0.0001014304 -0.0000095057 0.0028454114 0.0000066596 0.0025410836
1403715367.76225 -1.026534 0.265358 0.885490 0.692595 -0.462617 0.473824 0.285987 0.0002511585 -0.0000115796 -0.0001053288 0.0000009033 0.0000049023 0.0000446755 0.0026411705 0.0000965426 -0.0000096719 0.0028573810 0.0000067644 0.0025409539
1403715367.81225 -1.046411 0.240860 0.889578 0.692954 -0.461045 0.474179 0.287064 0.0002516826 -0.0000108292 -0.0001049053 0.0000008376 0.0000045612 0.0000442324 0.0026367940 0.0000909223 -0.0000096660 0.0028698023 0.0000067103 0.0025411246
1403715367.86225 -1.066258 0.215456 0.893700 0.693063 -0.458892 0.474830 0.289169 0.0002526235 -0.0000096403 -0.0001040966 0.0000007425 0.0000040206 0.0000434027 0.0026326722 0.0000847879 -0.0000096600 0.0028824273 0.0000066527 0.0025412971
1403715367.91224 -1.086113 0.188932 0.897759 0.692645 -0.456152 0.475924 0.292685 0.0002541332 -0.0000079604 -0.0001027149 0.0000006267 0.0000032659 0.0000420244 0.0026287511 0.0000779789 -0.0000096557 0.0028952516 0.0000065936 0.0025414673
1403715367.96224 -1.105560 0.161581 0.901990 0.690580 -0.454117 0.479076 0.295572 0.0002562335 -0.0000074897 -0.0001005510 0.0000005994 0.0000029885 0.0000399672 0.0026251362 0.0000705652 -0.0000096528 0.0029080852 0.0000065355 0.0025416443
1403715368.01224 -1.125596 0.132974 0.906152 0.688522 -0.452889 0.481948 0.297582 0.0002579495 -0.0000074922 -0.0000986784 0.0000005968 0.0000029154 0.0000382520 0.0026214598 0.0000626281 -0.0000097123 0.0029209510 0.0000065074 0.0025416906
1403715368.06224 -1.145094 0.104612 0.909187 0.686037 -0.452433 0.485235 0.298673 0.0002594966 -0.0000081991 -0.0000968838 0.0000006414 0.0000031121 0.0000366750 0.0026185724 0.0000540296 -0.0000097017 0.0029345979 0.0000064469 0.0025418743
1403715368.11224 -1.164575 0.076416 0.911659 0.684241 -0.452182 0.487387 0.299666 0.0002605852 -0.0000086100 -0.0000955934 0.0000006701 0.0000032111 0.0000355722 0.0026162467 0.0000453250 -0.0000096856 0.0029483181 0.0000063859 0.0025420664
1403715368.16224 -1.184344 0.048423 0.913283 0.682477 -0.452480 0.489294 0.300131 0.0002614143 -0.0000092991 -0.0000945553 0.0000007195 0.0000034180 0.0000347075 0.0026144057 0.0000363905 -0.0000096748 0.0029622570 0.0000063261 0.0025422412
1403715368.21224 -1.203622 0.020548 0.914789 0.681126 -0.453358 0.490599 0.299745 0.0002617861 -0.0000102578 -0.0000940192 0.0000007937 0.0000037404 0.0000342749 0.0026130623 0.0000273155 -0.0000096599 0.0029766939 0.0000062752 0.0025424142
1403715368.26224 -1.223590 -0.007177 0.915349 0.679386 -0.455268 0.492440 0.297773 0.0002618651 -0.0000122613 -0.0000936936 0.0000009691 0.0000044462 0.0000340340 0.0026121791 0.0000179568 -0.0000096445 0.0029910370 0.0000062303 0.0025425924
1403715368.31225 -1.244044 -0.034786 0.915617 0.677848 -0.457396 0.493908 0.295578 0.0002617231 -0.0000142964 -0.0000935863 0.0000011784 0.0000051735 0.0000339778 0.0026117042 0.0000082486 -0.0000096570 0.0030062823 0.0000061972 0.0025427288
1403715368.36225 -1.265222 -0.062251 0.915949 0.675394 -0.460103 0.496570 0.292517 0.0002616946 -0.0000172889 -0.0000931124 0.0000015410 0.0000062141 0.0000336371 0.0026114655 -0.0000016804 -0.0000096886 0.0030220745 0.0000061986 0.0025427295
1403715368.41225 -1.286652 -0.089679 0.915480 0.673409 -0.462199 0.498635 0.290269 0.0002616747 -0.0000195474 -0.0000926954 0.0000018611 0.0000069900 0.0000333453 0.0026118404 -0.0000119918 -0.0000096873 0.0030390713 0.0000061653 0.0025428715
1403715368.46225 -1.309518 -0.117716 0.915106 0.670882 -0.463458 0.501416 0.289322 0.0002622721 -0.0000213945 -0.0000915545 0.0000021489 0.0000075363 0.0000324695 0.0026126965 -0.0000227795 -0.0000096671 0.0030563769 0.0000061294 0.0025430250
1403715368.51224 -1.333492 -0.145866 0.914844 0.669226 -0.464074 0.502885 0.289618 0.0002627948 -0.0000221268 -0.0000907313 0.0000022691 0.0000077090 0.0000318358 0.0026140765 -0.0000341419 -0.0000096480 0.0030754092 0.0000060875 0.0025431821
1403715368.56224 -1.358914 -0.173735 0.914178 0.668927 -0.463030 0.502568 0.292516 0.0002635535 -0.0000207503 -0.0000901007 0.0000020406 0.0000071635 0.0000313132 0.0026158751 -0.0000458210 -0.0000096628 0.0030958913 0.0000060633 0.0025433032
1403715368.61224 -1.385779 -0.201536 0.913213 0.670073 -0.460793 0.500262 0.297340 0.0002642254 -0.0000175648 -0.0000899206 0.0000015745 0.0000060469 0.0000311118 0.0026180479 -0.0000578777 -0.0000096468 0.0031177572 0.0000060280 0.0025434170
1403715368.66224 -1.413665 -0.228675 0.912161 0.671892 -0.458568 0.497030 0.302057 0.0002645020 -0.0000140441 -0.0000901884 0.0000011530 0.0000048571 0.0000312639 0.0026207515 -0.0000703113 -0.0000096432 0.0031411923 0.0000059897 0.0025435565
1403715368.71224 -1.442603 -0.255696 0.910669 0.673096 -0.457533 0.494666 0.304812 0.0002644554 -0.0000119062 -0.0000905618 0.0000009444 0.0000041454 0.0000315264 0.0026238302 -0.0000828283 -0.0000096560 0.0031656208 0.0000059580 0.0025437148
1403715368.76224 -1.472154 -0.282376 0.909502 0.674257 -0.456415 0.492142 0.307993 0.0002644439 -0.0000095583 -0.0000908607 0.0000007547 0.0000033518 0.0000317344 0.0026273793 -0.0000960109 -0.0000096808 0.0031915137 0.0000059322 0.0025438706
